Timestamp,Angle (degrees),Distance (cm)
2024-06-13 22:43:48,120,16
2024-06-13 22:43:48,120,16
2024-06-13 22:43:48,121,16
2024-06-13 22:43:48,122,16
2024-06-13 22:43:48,122,16
2024-06-13 22:43:48,123,16
2024-06-13 22:43:48,124,16
2024-06-13 22:43:49,124,16
2024-06-13 22:43:49,125,16
2024-06-13 22:43:49,126,16
2024-06-13 22:43:49,126,16
2024-06-13 22:43:49,127,16
2024-06-13 22:43:49,128,16
2024-06-13 22:43:49,128,16
2024-06-13 22:43:49,129,16
2024-06-13 22:43:49,130,16
2024-06-13 22:43:49,130,16
2024-06-13 22:43:49,131,15
2024-06-13 22:43:49,131,16
2024-06-13 22:43:49,132,15
2024-06-13 22:43:49,132,14
2024-06-13 22:43:49,133,16
2024-06-13 22:43:49,133,19
2024-06-13 22:43:49,134,14
2024-06-13 22:43:49,134,15
2024-06-13 22:43:49,135,14
2024-06-13 22:43:49,135,14
2024-06-13 22:43:49,125,13
2024-06-13 22:43:49,125,13
2024-06-13 22:43:50,126,15
2024-06-13 22:43:50,125,13
2024-06-13 22:43:50,126,14
2024-06-13 22:43:50,125,13
2024-06-13 22:43:50,126,15
2024-06-13 22:43:50,125,13
2024-06-13 22:43:50,126,14
2024-06-13 22:43:50,127,15
2024-06-13 22:43:50,128,15
2024-06-13 22:43:50,129,14
2024-06-13 22:43:50,130,14
2024-06-13 22:43:50,131,14
2024-06-13 22:43:50,125,12
2024-06-13 22:43:50,126,14
2024-06-13 22:43:50,125,10
2024-06-13 22:43:50,125,12
2024-06-13 22:43:50,125,10
2024-06-13 22:43:50,125,10
2024-06-13 22:43:50,125,12
2024-06-13 22:43:50,125,12
2024-06-13 22:43:50,125,12
2024-06-13 22:43:50,125,12
2024-06-13 22:43:50,125,11
2024-06-13 22:43:51,126,14
2024-06-13 22:43:51,127,14
2024-06-13 22:43:51,125,10
2024-06-13 22:43:51,125,10
2024-06-13 22:43:51,125,12
2024-06-13 22:43:51,125,12
2024-06-13 22:43:51,126,14
2024-06-13 22:43:51,125,13
2024-06-13 22:43:51,126,15
2024-06-13 22:43:51,127,16
2024-06-13 22:43:51,128,14
2024-06-13 22:43:51,129,15
2024-06-13 22:43:51,125,13
2024-06-13 22:43:51,125,13
2024-06-13 22:43:51,125,13
2024-06-13 22:43:51,125,13
2024-06-13 22:43:51,126,14
2024-06-13 22:43:51,125,10
2024-06-13 22:43:51,126,16
2024-06-13 22:43:51,125,10
2024-06-13 22:43:51,125,12
2024-06-13 22:43:51,126,14
2024-06-13 22:43:52,125,13
2024-06-13 22:43:52,126,15
2024-06-13 22:43:52,125,12
2024-06-13 22:43:52,126,14
2024-06-13 22:43:52,125,13
2024-06-13 22:43:52,125,13
2024-06-13 22:43:52,125,13
2024-06-13 22:43:52,126,14
2024-06-13 22:43:52,125,14
2024-06-13 22:43:52,124,15
2024-06-13 22:43:52,124,15
2024-06-13 22:43:52,123,14
2024-06-13 22:43:52,122,14
2024-06-13 22:43:52,122,15
2024-06-13 22:43:52,121,20
2024-06-13 22:43:52,120,16
2024-06-13 22:43:52,119,17
2024-06-13 22:43:52,119,16
2024-06-13 22:43:52,118,15
2024-06-13 22:43:52,117,16
2024-06-13 22:43:52,117,16
2024-06-13 22:43:52,116,16
2024-06-13 22:43:53,115,16
2024-06-13 22:43:53,115,16
2024-06-13 22:43:53,114,16
2024-06-13 22:43:53,113,16
2024-06-13 22:43:53,113,16
2024-06-13 22:43:53,112,15
2024-06-13 22:43:53,111,16
2024-06-13 22:43:53,111,16
2024-06-13 22:43:53,110,16
2024-06-13 22:43:53,109,16
2024-06-13 22:43:53,109,16
2024-06-13 22:43:53,108,16
2024-06-13 22:43:53,108,16
2024-06-13 22:43:53,107,15
2024-06-13 22:43:53,107,16
2024-06-13 22:43:53,106,16
2024-06-13 22:43:53,105,16
2024-06-13 22:43:53,105,16
2024-06-13 22:43:53,105,16
2024-06-13 22:43:53,104,16
2024-06-13 22:43:53,104,16
2024-06-13 22:43:53,103,16
2024-06-13 22:43:53,103,15
2024-06-13 22:43:54,102,16
2024-06-13 22:43:54,102,16
2024-06-13 22:43:54,102,16
2024-06-13 22:43:54,101,16
2024-06-13 22:43:54,101,16
2024-06-13 22:43:54,101,16
2024-06-13 22:43:54,101,16
2024-06-13 22:43:54,100,16
2024-06-13 22:43:54,100,16
2024-06-13 22:43:54,100,16
2024-06-13 22:43:54,100,16
2024-06-13 22:43:54,100,16
2024-06-13 22:43:54,100,16
2024-06-13 22:43:54,100,16
2024-06-13 22:43:54,100,16
2024-06-13 22:43:54,100,16
2024-06-13 22:43:54,100,15
2024-06-13 22:43:54,100,16
2024-06-13 22:43:54,100,16
2024-06-13 22:43:54,100,16
2024-06-13 22:43:54,100,16
2024-06-13 22:43:54,100,16
2024-06-13 22:43:55,100,16
2024-06-13 22:43:55,100,16
2024-06-13 22:43:55,100,16
2024-06-13 22:43:55,101,16
2024-06-13 22:43:55,101,16
2024-06-13 22:43:55,101,16
2024-06-13 22:43:55,101,17
2024-06-13 22:43:55,102,16
2024-06-13 22:43:55,102,16
2024-06-13 22:43:55,102,16
2024-06-13 22:43:55,103,16
2024-06-13 22:43:55,103,15
2024-06-13 22:43:55,104,16
2024-06-13 22:43:55,104,17
2024-06-13 22:43:55,104,16
2024-06-13 22:43:55,105,16
2024-06-13 22:43:55,105,16
2024-06-13 22:43:55,106,16
2024-06-13 22:43:55,106,17
2024-06-13 22:43:55,107,16
2024-06-13 22:43:55,107,16
2024-06-13 22:43:55,108,16
2024-06-13 22:43:56,109,16
2024-06-13 22:43:56,109,16
2024-06-13 22:43:56,110,16
2024-06-13 22:43:56,110,16
2024-06-13 22:43:56,111,16
2024-06-13 22:43:56,112,16
2024-06-13 22:43:56,112,17
2024-06-13 22:43:56,113,16
2024-06-13 22:43:56,114,17
2024-06-13 22:43:56,114,16
2024-06-13 22:43:56,115,16
2024-06-13 22:43:56,116,16
2024-06-13 22:43:56,116,16
2024-06-13 22:43:56,117,16
2024-06-13 22:43:56,118,16
2024-06-13 22:43:56,119,16
2024-06-13 22:43:56,119,16
2024-06-13 22:43:56,120,16
2024-06-13 22:43:56,121,16
2024-06-13 22:43:56,121,16
2024-06-13 22:43:56,122,16
2024-06-13 22:43:56,123,16
2024-06-13 22:43:56,123,16
2024-06-13 22:43:57,124,15
2024-06-13 22:43:57,125,16
2024-06-13 22:43:57,126,16
2024-06-13 22:43:57,126,16
2024-06-13 22:43:57,127,16
2024-06-13 22:43:57,127,16
2024-06-13 22:43:57,128,16
2024-06-13 22:43:57,129,16
2024-06-13 22:43:57,129,16
2024-06-13 22:43:57,130,16
2024-06-13 22:43:57,131,16
2024-06-13 22:43:57,131,16
2024-06-13 22:43:57,132,16
2024-06-13 22:43:57,132,16
2024-06-13 22:43:57,133,16
2024-06-13 22:43:57,133,14
2024-06-13 22:43:57,134,16
2024-06-13 22:43:57,134,14
2024-06-13 22:43:57,135,14
2024-06-13 22:43:57,135,16
2024-06-13 22:43:57,136,14
2024-06-13 22:43:57,136,14
2024-06-13 22:43:58,136,14
2024-06-13 22:43:58,125,13
2024-06-13 22:43:58,126,14
2024-06-13 22:43:58,127,14
2024-06-13 22:43:58,128,14
2024-06-13 22:43:58,129,14
2024-06-13 22:43:58,125,12
2024-06-13 22:43:58,126,16
2024-06-13 22:43:58,127,16
2024-06-13 22:43:58,125,11
2024-06-13 22:43:58,125,12
2024-06-13 22:43:58,126,16
2024-06-13 22:43:58,125,9
2024-06-13 22:43:58,126,18
2024-06-13 22:43:58,127,19
2024-06-13 22:43:58,125,11
2024-06-13 22:43:58,125,10
2024-06-13 22:43:58,126,20
2024-06-13 22:43:58,125,12
2024-06-13 22:43:58,125,12
2024-06-13 22:43:58,125,12
2024-06-13 22:43:58,125,12
2024-06-13 22:43:58,125,12
2024-06-13 22:43:59,125,12
2024-06-13 22:43:59,125,12
2024-06-13 22:43:59,125,12
2024-06-13 22:43:59,125,12
2024-06-13 22:43:59,125,12
2024-06-13 22:43:59,125,12
2024-06-13 22:43:59,125,12
2024-06-13 22:43:59,125,12
2024-06-13 22:43:59,125,12
2024-06-13 22:43:59,125,12
2024-06-13 22:43:59,125,12
2024-06-13 22:43:59,125,12
2024-06-13 22:43:59,125,12
2024-06-13 22:43:59,125,12
2024-06-13 22:43:59,125,12
2024-06-13 22:43:59,125,12
2024-06-13 22:43:59,125,12
2024-06-13 22:43:59,125,12
2024-06-13 22:43:59,125,12
2024-06-13 22:43:59,125,12
2024-06-13 22:43:59,125,12
2024-06-13 22:43:59,125,12
2024-06-13 22:44:00,125,12
2024-06-13 22:44:00,125,12
2024-06-13 22:44:00,125,12
