Timestamp,Angle (degrees),Distance (cm)
2024-06-13 22:45:25,120,16
2024-06-13 22:45:25,120,16
2024-06-13 22:45:25,121,16
2024-06-13 22:45:25,122,16
2024-06-13 22:45:25,122,16
2024-06-13 22:45:25,123,16
2024-06-13 22:45:25,124,16
2024-06-13 22:45:25,124,16
2024-06-13 22:45:25,125,16
2024-06-13 22:45:25,126,16
2024-06-13 22:45:25,126,16
2024-06-13 22:45:25,127,16
2024-06-13 22:45:26,128,16
2024-06-13 22:45:26,128,16
2024-06-13 22:45:26,129,16
2024-06-13 22:45:26,130,16
2024-06-13 22:45:26,130,16
2024-06-13 22:45:26,131,15
2024-06-13 22:45:26,131,16
2024-06-13 22:45:26,132,14
2024-06-13 22:45:26,132,14
2024-06-13 22:45:26,133,15
2024-06-13 22:45:26,133,14
2024-06-13 22:45:26,134,14
2024-06-13 22:45:26,134,24
2024-06-13 22:45:26,135,15
2024-06-13 22:45:26,135,14
2024-06-13 22:45:26,136,14
2024-06-13 22:45:26,136,15
2024-06-13 22:45:26,136,14
2024-06-13 22:45:26,125,13
2024-06-13 22:45:26,125,10
2024-06-13 22:45:26,125,10
2024-06-13 22:45:26,125,9
2024-06-13 22:45:26,125,7
2024-06-13 22:45:27,126,22
2024-06-13 22:45:27,127,5
2024-06-13 22:45:27,128,4
2024-06-13 22:45:27,129,3
2024-06-13 22:45:27,130,24
2024-06-13 22:45:27,131,3
2024-06-13 22:45:27,132,3
2024-06-13 22:45:27,133,3
2024-06-13 22:45:27,134,3
2024-06-13 22:45:27,135,3
2024-06-13 22:45:27,136,3
2024-06-13 22:45:27,137,3
2024-06-13 22:45:27,138,3
2024-06-13 22:45:27,139,3
2024-06-13 22:45:27,139,3
2024-06-13 22:45:27,139,3
2024-06-13 22:45:27,139,3
2024-06-13 22:45:27,139,3
2024-06-13 22:45:27,139,3
2024-06-13 22:45:27,139,3
2024-06-13 22:45:27,138,3
2024-06-13 22:45:27,138,3
2024-06-13 22:45:27,138,3
2024-06-13 22:45:28,138,3
2024-06-13 22:45:28,137,3
2024-06-13 22:45:28,137,3
2024-06-13 22:45:28,137,3
2024-06-13 22:45:28,136,3
2024-06-13 22:45:28,136,3
2024-06-13 22:45:28,136,3
2024-06-13 22:45:28,135,3
2024-06-13 22:45:28,135,3
2024-06-13 22:45:28,134,3
2024-06-13 22:45:28,134,3
2024-06-13 22:45:28,133,3
2024-06-13 22:45:28,133,24
2024-06-13 22:45:28,132,23
2024-06-13 22:45:28,132,3
2024-06-13 22:45:28,131,3
2024-06-13 22:45:28,131,3
2024-06-13 22:45:28,130,3
2024-06-13 22:45:28,129,3
2024-06-13 22:45:28,129,3
2024-06-13 22:45:28,128,3
2024-06-13 22:45:28,128,3
2024-06-13 22:45:28,127,23
2024-06-13 22:45:29,126,23
2024-06-13 22:45:29,126,24
2024-06-13 22:45:29,125,24
2024-06-13 22:45:29,125,7
2024-06-13 22:45:29,124,23
2024-06-13 22:45:29,123,24
2024-06-13 22:45:29,123,7
2024-06-13 22:45:29,123,8
2024-06-13 22:45:29,122,23
2024-06-13 22:45:29,121,22
2024-06-13 22:45:29,120,15
2024-06-13 22:45:29,119,5
2024-06-13 22:45:29,118,24
2024-06-13 22:45:29,117,3
2024-06-13 22:45:29,117,5
2024-06-13 22:45:29,116,5
2024-06-13 22:45:29,115,3
2024-06-13 22:45:29,115,5
2024-06-13 22:45:29,115,6
2024-06-13 22:45:29,114,14
2024-06-13 22:45:29,115,7
2024-06-13 22:45:29,115,7
2024-06-13 22:45:30,115,11
2024-06-13 22:45:30,114,14
2024-06-13 22:45:30,115,10
2024-06-13 22:45:30,114,15
2024-06-13 22:45:30,113,15
2024-06-13 22:45:30,112,14
2024-06-13 22:45:30,111,15
2024-06-13 22:45:30,110,14
2024-06-13 22:45:30,109,16
2024-06-13 22:45:30,108,16
2024-06-13 22:45:30,107,16
2024-06-13 22:45:30,106,16
2024-06-13 22:45:30,105,15
2024-06-13 22:45:30,104,16
2024-06-13 22:45:30,104,16
2024-06-13 22:45:30,103,16
2024-06-13 22:45:30,103,16
2024-06-13 22:45:30,103,16
2024-06-13 22:45:30,102,16
2024-06-13 22:45:30,102,16
2024-06-13 22:45:30,102,16
2024-06-13 22:45:30,101,16
2024-06-13 22:45:30,101,16
2024-06-13 22:45:31,101,16
2024-06-13 22:45:31,101,16
2024-06-13 22:45:31,100,16
2024-06-13 22:45:31,100,16
2024-06-13 22:45:31,100,16
2024-06-13 22:45:31,100,16
2024-06-13 22:45:31,100,16
2024-06-13 22:45:31,100,16
2024-06-13 22:45:31,100,15
2024-06-13 22:45:31,100,16
2024-06-13 22:45:31,100,16
2024-06-13 22:45:31,100,16
2024-06-13 22:45:31,100,16
2024-06-13 22:45:31,100,16
2024-06-13 22:45:31,100,16
2024-06-13 22:45:31,100,16
2024-06-13 22:45:31,100,16
2024-06-13 22:45:31,100,15
2024-06-13 22:45:31,100,16
2024-06-13 22:45:31,100,16
2024-06-13 22:45:31,101,16
