Timestamp,Angle (degrees),Distance (cm)
2024-06-13 22:42:39,120,10
2024-06-13 22:42:39,120,14
2024-06-13 22:42:39,121,14
2024-06-13 22:42:39,121,12
2024-06-13 22:42:39,122,17
2024-06-13 22:42:39,123,14
2024-06-13 22:42:39,124,15
2024-06-13 22:42:39,124,15
2024-06-13 22:42:39,125,14
2024-06-13 22:42:39,126,16
2024-06-13 22:42:39,126,16
2024-06-13 22:42:39,127,16
2024-06-13 22:42:39,128,15
2024-06-13 22:42:39,128,16
2024-06-13 22:42:39,129,16
2024-06-13 22:42:39,130,16
2024-06-13 22:42:39,130,16
2024-06-13 22:42:39,131,16
2024-06-13 22:42:39,131,16
2024-06-13 22:42:39,132,16
2024-06-13 22:42:40,132,16
2024-06-13 22:42:40,133,14
2024-06-13 22:42:40,133,15
2024-06-13 22:42:40,134,16
2024-06-13 22:42:40,134,14
2024-06-13 22:42:40,135,19
2024-06-13 22:42:40,135,14
2024-06-13 22:42:40,136,14
2024-06-13 22:42:40,136,14
2024-06-13 22:42:40,125,13
2024-06-13 22:42:40,126,15
2024-06-13 22:42:40,127,14
2024-06-13 22:42:40,125,13
2024-06-13 22:42:40,125,9
2024-06-13 22:42:40,125,12
2024-06-13 22:42:40,125,10
2024-06-13 22:42:40,125,12
2024-06-13 22:42:40,125,8
2024-06-13 22:42:40,125,7
2024-06-13 22:42:40,125,8
2024-06-13 22:42:40,125,7
2024-06-13 22:42:40,125,6
2024-06-13 22:42:40,125,7
2024-06-13 22:42:41,126,14
2024-06-13 22:42:41,125,11
2024-06-13 22:42:41,125,6
2024-06-13 22:42:41,126,5
2024-06-13 22:42:41,127,4
2024-06-13 22:42:41,128,4
2024-06-13 22:42:41,125,6
2024-06-13 22:42:41,126,4
2024-06-13 22:42:41,127,5
2024-06-13 22:42:41,128,5
2024-06-13 22:42:41,129,4
2024-06-13 22:42:41,130,5
2024-06-13 22:42:41,131,4
2024-06-13 22:42:41,132,3
2024-06-13 22:42:41,133,23
2024-06-13 22:42:41,134,5
2024-06-13 22:42:41,125,6
2024-06-13 22:42:41,126,22
2024-06-13 22:42:41,127,22
2024-06-13 22:42:41,128,3
2024-06-13 22:42:41,129,22
2024-06-13 22:42:41,130,23
2024-06-13 22:42:42,131,22
2024-06-13 22:42:42,132,14
2024-06-13 22:42:42,133,14
2024-06-13 22:42:42,134,22
2024-06-13 22:42:42,133,23
2024-06-13 22:42:42,125,8
2024-06-13 22:42:42,126,3
2024-06-13 22:42:42,127,3
2024-06-13 22:42:42,128,3
2024-06-13 22:42:42,125,8
2024-06-13 22:42:42,126,22
2024-06-13 22:42:42,125,6
2024-06-13 22:42:42,126,5
2024-06-13 22:42:42,127,14
2024-06-13 22:42:42,127,22
2024-06-13 22:42:42,127,3
2024-06-13 22:42:42,126,3
2024-06-13 22:42:42,125,3
2024-06-13 22:42:42,125,3
2024-06-13 22:42:42,125,6
2024-06-13 22:42:42,124,4
2024-06-13 22:42:42,123,4
2024-06-13 22:42:42,122,5
2024-06-13 22:42:43,121,5
2024-06-13 22:42:43,121,5
2024-06-13 22:42:43,121,9
2024-06-13 22:42:43,121,6
2024-06-13 22:42:43,121,6
2024-06-13 22:42:43,121,9
2024-06-13 22:42:43,121,10
2024-06-13 22:42:43,120,20
2024-06-13 22:42:43,119,14
2024-06-13 22:42:43,118,15
2024-06-13 22:42:43,118,12
2024-06-13 22:42:43,117,14
2024-06-13 22:42:43,116,14
2024-06-13 22:42:43,115,14
2024-06-13 22:42:43,114,14
2024-06-13 22:42:43,113,17
2024-06-13 22:42:43,112,16
2024-06-13 22:42:43,111,16
2024-06-13 22:42:43,110,16
2024-06-13 22:42:43,109,16
2024-06-13 22:42:43,108,15
2024-06-13 22:42:43,108,16
2024-06-13 22:42:43,107,16
2024-06-13 22:42:44,107,16
2024-06-13 22:42:44,106,16
2024-06-13 22:42:44,106,16
2024-06-13 22:42:44,105,16
2024-06-13 22:42:44,105,16
2024-06-13 22:42:44,104,16
2024-06-13 22:42:44,104,16
2024-06-13 22:42:44,103,16
2024-06-13 22:42:44,103,16
2024-06-13 22:42:44,103,16
2024-06-13 22:42:44,102,16
2024-06-13 22:42:44,102,16
2024-06-13 22:42:44,102,16
2024-06-13 22:42:44,101,16
2024-06-13 22:42:44,101,16
2024-06-13 22:42:44,101,16
2024-06-13 22:42:44,100,16
2024-06-13 22:42:44,100,16
2024-06-13 22:42:44,100,16
2024-06-13 22:42:44,100,16
2024-06-13 22:42:44,100,16
2024-06-13 22:42:44,100,15
2024-06-13 22:42:45,100,16
2024-06-13 22:42:45,100,16
2024-06-13 22:42:45,100,16
2024-06-13 22:42:45,100,16
2024-06-13 22:42:45,100,16
2024-06-13 22:42:45,100,16
2024-06-13 22:42:45,100,16
2024-06-13 22:42:45,100,16
2024-06-13 22:42:45,100,15
2024-06-13 22:42:45,100,16
2024-06-13 22:42:45,100,16
2024-06-13 22:42:45,100,16
2024-06-13 22:42:45,100,16
2024-06-13 22:42:45,101,16
2024-06-13 22:42:45,101,16
2024-06-13 22:42:45,101,16
2024-06-13 22:42:45,101,16
2024-06-13 22:42:45,102,15
2024-06-13 22:42:45,102,16
2024-06-13 22:42:45,102,16
2024-06-13 22:42:45,103,16
2024-06-13 22:42:45,103,15
2024-06-13 22:42:45,104,16
2024-06-13 22:42:46,104,16
2024-06-13 22:42:46,105,16
2024-06-13 22:42:46,105,16
2024-06-13 22:42:46,106,16
2024-06-13 22:42:46,106,16
2024-06-13 22:42:46,107,16
2024-06-13 22:42:46,107,16
2024-06-13 22:42:46,108,16
2024-06-13 22:42:46,108,16
2024-06-13 22:42:46,109,16
2024-06-13 22:42:46,109,16
2024-06-13 22:42:46,110,15
2024-06-13 22:42:46,111,16
2024-06-13 22:42:46,111,16
2024-06-13 22:42:46,112,16
2024-06-13 22:42:46,113,15
2024-06-13 22:42:46,113,16
2024-06-13 22:42:46,114,16
2024-06-13 22:42:46,115,16
2024-06-13 22:42:46,115,16
2024-06-13 22:42:46,116,16
2024-06-13 22:42:46,117,16
2024-06-13 22:42:47,117,16
2024-06-13 22:42:47,118,16
2024-06-13 22:42:47,119,16
2024-06-13 22:42:47,120,16
2024-06-13 22:42:47,120,16
2024-06-13 22:42:47,121,16
2024-06-13 22:42:47,122,16
2024-06-13 22:42:47,122,16
2024-06-13 22:42:47,123,16
2024-06-13 22:42:47,124,16
2024-06-13 22:42:47,124,15
2024-06-13 22:42:47,125,16
2024-06-13 22:42:47,126,16
2024-06-13 22:42:47,126,16
2024-06-13 22:42:47,127,16
2024-06-13 22:42:47,128,16
2024-06-13 22:42:47,128,16
2024-06-13 22:42:47,129,16
2024-06-13 22:42:47,130,16
2024-06-13 22:42:47,130,15
2024-06-13 22:42:47,131,16
2024-06-13 22:42:47,131,16
2024-06-13 22:42:48,132,16
2024-06-13 22:42:48,132,14
2024-06-13 22:42:48,133,16
2024-06-13 22:42:48,134,19
2024-06-13 22:42:48,134,14
2024-06-13 22:42:48,134,16
2024-06-13 22:42:48,135,14
2024-06-13 22:42:48,135,15
2024-06-13 22:42:48,136,15
2024-06-13 22:42:48,136,14
2024-06-13 22:42:48,137,14
2024-06-13 22:42:48,125,13
2024-06-13 22:42:48,126,14
2024-06-13 22:42:48,125,13
2024-06-13 22:42:48,125,9
2024-06-13 22:42:48,125,9
2024-06-13 22:42:48,125,8
2024-06-13 22:42:48,125,9
2024-06-13 22:42:48,126,5
2024-06-13 22:42:48,127,5
2024-06-13 22:42:48,128,4
2024-06-13 22:42:48,129,23
2024-06-13 22:42:48,130,22
2024-06-13 22:42:49,131,3
2024-06-13 22:42:49,132,3
2024-06-13 22:42:49,133,3
2024-06-13 22:42:49,134,3
2024-06-13 22:42:49,135,3
2024-06-13 22:42:49,136,3
2024-06-13 22:42:49,137,3
2024-06-13 22:42:49,138,3
2024-06-13 22:42:49,139,3
2024-06-13 22:42:49,139,3
2024-06-13 22:42:49,139,3
2024-06-13 22:42:49,139,3
2024-06-13 22:42:49,139,3
2024-06-13 22:42:49,138,3
2024-06-13 22:42:49,138,3
2024-06-13 22:42:49,138,3
2024-06-13 22:42:49,138,3
2024-06-13 22:42:49,137,3
2024-06-13 22:42:49,137,3
2024-06-13 22:42:49,137,3
2024-06-13 22:42:49,136,3
2024-06-13 22:42:49,136,3
2024-06-13 22:42:49,135,3
2024-06-13 22:42:50,135,3
2024-06-13 22:42:50,135,3
2024-06-13 22:42:50,134,3
2024-06-13 22:42:50,134,23
2024-06-13 22:42:50,133,23
2024-06-13 22:42:50,133,3
2024-06-13 22:42:50,132,3
2024-06-13 22:42:50,131,3
2024-06-13 22:42:50,131,3
2024-06-13 22:42:50,130,3
2024-06-13 22:42:50,130,3
2024-06-13 22:42:50,129,3
2024-06-13 22:42:50,129,3
2024-06-13 22:42:50,128,3
2024-06-13 22:42:50,127,3
2024-06-13 22:42:50,127,3
